country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Lithuania,NOV2016,November 2016,2016,11,November,Combustible renewables,61.594,11,392.843,376.963,0.1287343925694627
North Macedonia,MAY2020,May 2020,2020,5,May,Wind,11.216904,2,116.884,51.113502,0.0357682539020184
Korea,OCT2022,October 2022,2022,10,October,Net electricity production,43384.887303,14,565372.131666,450629.127874,1.0
United Kingdom,MAR2018,March 2018,2018,3,March,Non-renewables,20904.427199,23,206766.188452,64117.323,0.6860305247756572
Republic of Turkiye,JUN2014,June 2014,2014,6,June,Wind,616.998,2,8485.001,3203.267,0.0319960347605633
Romania,JUL2016,July 2016,2016,7,July,Used for pumped storage,57.408,18,660.001,276.136,0.0109727077595285
Netherlands,MAY2014,May 2014,2014,5,May,Total exports,1265.0,16,18128.0,7786.444,0.1808428908443747
Lithuania,AUG2017,August 2017,2017,8,August,Other renewables aggregated,31.658,25,443.346,232.187,0.110081853775914
Greece,DEC2015,December 2015,2015,12,December,Combustible renewables,17.764,11,207.703,198.449,0.0039140210926164
Slovak Republic,FEB2021,February 2021,2021,2,February,Used for pumped storage,31.0,18,394.0,63.0,0.0127797597206302
Denmark,FEB2010,February 2010,2010,2,February,Electricity trade,657.883,21,1135.0,,0.1740045921048699
Estonia,APR2015,April 2015,2015,4,April,Other combustible non-renewables,8.259,12,110.289,20.404,0.0120092304873633
Sweden,OCT2017,October 2017,2017,10,October,Electricity supplied,11717.775,17,141533.996,113737.997,0.911659735725634
Korea,MAY2011,May 2011,2011,5,May,Oil,426.785,9,16023.433,8951.897,0.010935686983605
Argentina,NOV2015,November 2015,2015,11,November,Final consumption,10258.077,20,139918.777,,1.035640589577746
Finland,JAN2010,January 2010,2010,1,January,Nuclear,2022.462,6,21889.0,,0.2436247417047378
Australia,SEP2013,September 2013,2013,9,September,Wind,961.474,2,9543.505,5451.896,0.0534972632474824
OECD Americas,AUG2020,August 2020,2020,8,August,Natural gas,198279.527836,10,1872270.467047,1216063.247699,0.3957178228977453
Portugal,DEC2018,December 2018,2018,12,December,Others,117.144694,24,1329.000648,1503.649,0.0240732800886937
Mexico,OCT2017,October 2017,2017,10,October,Hydro,3494.697,1,31738.56,27360.953,0.134663518362664
Denmark,FEB2021,February 2021,2021,2,February,Oil,22.547242,9,255.534192,45.681301,0.0066317193894582
United Kingdom,MAR2010,March 2010,2010,3,March,Distribution losses,2467.373,19,26883.999,,0.0730381642348911
Netherlands,OCT2015,October 2015,2015,10,October,Renewables,757.636,22,13469.305,9208.549,0.0762379448691815
Ireland,AUG2022,August 2022,2022,8,August,Others,82.708466,24,1793.75827,611.215156,0.0314481903921639
OECD Americas,JUL2018,July 2018,2018,7,July,Other renewables,1.87452,5,19.999997,5.973,3.640978340251642e-06
United Kingdom,JUL2012,July 2012,2012,7,July,Renewables,3016.025,22,43540.11,19801.51,0.1167108372505244
New Zealand,MAR2017,March 2017,2017,3,March,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Austria,SEP2013,September 2013,2013,9,September,Distribution losses,271.31,19,3541.171,2616.414,0.054584781647796
Colombia,FEB2017,February 2017,2017,2,February,Combustible renewables,114.417,11,1340.037,236.606,0.018979111979199
OECD Europe,MAY2010,May 2010,2010,5,May,Total imports,25689.675,15,333552.096,,0.0956252726834372
Japan,MAR2017,March 2017,2017,3,March,Other combustible non-renewables,1607.487,12,17370.04,3011.88,0.0177137438055115
Latvia,FEB2020,February 2020,2020,2,February,Wind,22.880295,2,175.084,30.096711,0.0382266923530019
Spain,MAY2011,May 2011,2011,5,May,Used for pumped storage,270.684,18,3215.001,2519.843,0.0124634506239299
Ireland,MAR2018,March 2018,2018,3,March,Nuclear,0.0,6,0.0,,0.0
Italy,NOV2015,November 2015,2015,11,November,Geothermal,487.0,4,5824.0,5073.698,0.0229142341858259
Spain,AUG2012,August 2012,2012,8,August,Electricity trade,645.825,21,11199.0,4112.82,0.0264151130153324
Brazil,APR2021,April 2021,2021,4,April,Final consumption,0.0,20,0.0,194336.3469,0.0
Mexico,JUL2021,July 2021,2021,7,July,Other renewables aggregated,367.512953,25,4728.988358,3144.101229,0.0114093479710108
Denmark,SEP2013,September 2013,2013,9,September,Coal,827.238,8,13299.131,6632.207,0.3922202477246391
Romania,APR2016,April 2016,2016,4,April,Total imports,383.877,15,4177.0,385.978,0.0773762108016325
Bulgaria,MAR2020,March 2020,2020,3,March,Hydro,325.783295,1,3286.971002,892.341214,0.091569360369252
Ireland,MAY2011,May 2011,2011,5,May,Solar,0.071,3,0.543,0.19,3.456769206126174e-05
Finland,OCT2022,October 2022,2022,10,October,Final consumption,6425.397903,20,79763.784054,67111.829593,1.0546634020284162
OECD Americas,APR2017,April 2017,2017,4,April,Total combustible fuels,212811.183,7,3050888.197,948148.376,0.5498283578001802
United States,AUG2010,August 2010,2010,8,August,Solar,511.768,3,3847.998,,0.0012408545567927
Slovenia,NOV2016,November 2016,2016,11,November,Net electricity production,1328.33,14,15546.522,13007.596,1.0
Spain,NOV2018,November 2018,2018,11,November,Natural gas,5711.486,10,55213.991349,55616.781,0.2540901564629919
Netherlands,OCT2019,October 2019,2019,10,October,Not specified,49.6835,13,596.202,485.78167,0.0046215842744996
Sweden,MAY2019,May 2019,2019,5,May,Used for pumped storage,10.72883,18,31.999999,21.010577,0.0008333562660108
Croatia,MAY2022,May 2022,2022,5,May,Combustible renewables,83.488951,11,1054.949018,398.292596,0.0893068319768698
Malta,APR2020,April 2020,2020,4,April,Low carbon,19.894308,26,237.073837,56.190755,0.1302029513464287
OECD Europe,JAN2020,January 2020,2020,1,January,Renewables,132243.081309,22,1502142.024102,121295.685695,0.4055834853312305
Romania,MAR2021,March 2021,2021,3,March,Natural gas,863.147886,10,8771.47601,2687.139511,0.1701856013776137
Hungary,AUG2017,August 2017,2017,8,August,Final consumption,3394.912,20,40120.995,25511.293,1.3881032988240682
Netherlands,JUL2017,July 2017,2017,7,July,Hydro,2.132,1,60.759,78.157,0.0002476951685732
Slovak Republic,JAN2016,January 2016,2016,1,January,Others,52.106,24,537.371,42.026,0.0232355708558713
Hungary,SEP2020,September 2020,2020,9,September,Others,28.109084,24,399.036981,292.612752,0.0098317356755223
Norway,SEP2019,September 2019,2019,9,September,Geothermal,0.0,4,0.0,0.0,0.0
Greece,MAR2018,March 2018,2018,3,March,Other renewables,0.0,5,0.0,,0.0
Canada,MAR2010,March 2010,2010,3,March,Used for pumped storage,19.558,18,210.001,,0.0003712855240163
Ireland,MAR2015,March 2015,2015,3,March,Non-renewables,1644.846,23,19501.823,4327.56,0.6850219768961476
Sweden,MAR2014,March 2014,2014,3,March,Non-renewables,6597.938,23,65018.266,20073.648,0.4228389525364263
Mexico,JUN2021,June 2021,2021,6,June,Not specified,1071.166667,13,12854.000004,6427.000002,0.03377986580098
Canada,OCT2019,October 2019,2019,10,October,Solar,252.94158,3,4039.0,3512.368762,0.0053032408944818
Denmark,DEC2016,December 2016,2016,12,December,Total imports,1089.794,15,14976.459,15644.747,0.337138667524625
Korea,JUL2012,July 2012,2012,7,July,Total combustible fuels,31034.341,7,360783.0,199471.721,0.7008112895632859
Hungary,APR2018,April 2018,2018,4,April,Non-renewables,2038.944533,23,26329.050404,9100.348,0.8693719166850511
Italy,APR2020,April 2020,2020,4,April,Total imports,1797.132787,15,39789.940001,14748.979876,0.0929302749240753
United Kingdom,AUG2019,August 2019,2019,8,August,Natural gas,7991.061936,10,125161.509094,86185.551514,0.3443681107685202
Austria,SEP2010,September 2010,2010,9,September,Total combustible fuels,1795.505,7,26042.221,,0.3151688013420484
India,FEB2022,February 2022,2022,2,February,Nuclear,3582.7066,6,43422.9992,5580.99658,0.0293440868816038
Belgium,JUN2015,June 2015,2015,6,June,Total combustible fuels,1862.845,7,32204.899,12617.737,0.371502712913396
Denmark,MAR2014,March 2014,2014,3,March,Low carbon,1701.874,26,17666.24,4244.63,0.6187678699720479
Netherlands,MAY2020,May 2020,2020,5,May,Others,325.852782,24,3901.070623,1677.342363,0.0349068297714879
OECD Europe,FEB2015,February 2015,2015,2,February,Not specified,426.614,13,5409.46,839.105,0.0014200407407835
Norway,AUG2015,August 2015,2015,8,August,Net electricity production,10645.975,14,143903.999,91740.103,1.0
OECD Europe,JUL2022,July 2022,2022,7,July,Other renewables aggregated,17586.590206,25,222018.184217,133562.177356,0.0622468382545545
Finland,NOV2020,November 2020,2020,11,November,Final consumption,6987.289425,20,78554.432223,75524.007578,1.1116447710394788
North Macedonia,DEC2018,December 2018,2018,12,December,Final consumption,596.270879,20,6207.686,6205.253,1.015019349932193
Mexico,APR2021,April 2021,2021,4,April,Geothermal,362.403184,4,4276.268064,1644.494849,0.0126357506051737
Romania,JUN2017,June 2017,2017,6,June,Coal,1205.326,8,14653.495,6317.547,0.2684957456605114
Mexico,NOV2017,November 2017,2017,11,November,Fossil fuels,19029.104,27,248028.792,226776.142,0.807827782535257
Croatia,NOV2019,November 2019,2019,11,November,Natural gas,270.287685,10,2422.8166,1806.402502,0.1845961250651515
Republic of Turkiye,APR2015,April 2015,2015,4,April,Not specified,40.242,13,467.998,98.04,0.0020481416608412
Poland,JUN2020,June 2020,2020,6,June,Others,42.911882,24,538.031858,364.457789,0.0040179900832114
Poland,DEC2010,December 2010,2010,12,December,Coal,12138.259,8,125519.052,,0.8808429526375234
Cyprus,NOV2018,November 2018,2018,11,November,Renewables,35.230084,22,474.568456,400.189,0.1045355396754095
Ireland,MAR2015,March 2015,2015,3,March,Combustible renewables,40.697,11,461.109,136.174,0.0169489054864361
OECD Europe,FEB2015,February 2015,2015,2,February,Total imports,35268.604,15,434546.159,69875.278,0.1173961814440285
Greece,APR2010,April 2010,2010,4,April,Distribution losses,265.904,19,3782.997,,0.0678994266044796
Luxembourg,MAY2019,May 2019,2019,5,May,Solar,17.364951,3,130.385001,44.309602,0.1319201847279799
Greece,MAY2016,May 2016,2016,5,May,Hydro,417.88,1,5565.094,3100.961,0.122775703996204
Korea,AUG2012,August 2012,2012,8,August,Distribution losses,1502.053,19,17291.504,11651.802,0.0332604132254591
France,JUL2011,July 2011,2011,7,July,Non-renewables,35575.346,23,477970.947,266264.889,0.8651620961179295
Lithuania,JUN2013,June 2013,2013,6,June,Electricity supplied,872.868,17,11396.778,5381.137,3.731289434536533
Colombia,JAN2015,January 2015,2015,1,January,Net electricity production,6188.091,14,76121.996,5702.714,1.0
Belgium,DEC2012,December 2012,2012,12,December,Low carbon,3878.2,26,50180.664,55479.339,0.5865834501246765
Lithuania,FEB2015,February 2015,2015,2,February,Oil,16.869,9,252.292,26.746,0.0497117900841643
Estonia,JUN2010,June 2010,2010,6,June,Distribution losses,75.677,19,1047.0,,0.0870160631949315
North Macedonia,JUN2020,June 2020,2020,6,June,Not specified,0.0,13,0.0,0.0,0.0
Malta,FEB2021,February 2021,2021,2,February,Wind,0.0,2,0.0,0.0,0.0
Norway,JAN2011,January 2011,2011,1,January,Electricity trade,-2333.474,21,3074.999,-153.007,-0.2080569166611089
Germany,JUN2018,June 2018,2018,6,June,Fossil fuels,22931.831812,27,312272.844359,170991.596,0.4966596705072278
Colombia,MAY2016,May 2016,2016,5,May,Combustible renewables,99.563,11,1372.014,518.84,0.0159734895552152
Greece,APR2021,April 2021,2021,4,April,Fossil fuels,2344.936242,27,30851.746228,8250.61705,0.6090680074615733
Bulgaria,DEC2021,December 2021,2021,12,December,Total combustible fuels,2297.191301,7,19855.117,15167.317998,0.504829698988735
Spain,JAN2017,January 2017,2017,1,January,Other combustible non-renewables,62.595,12,736.495,40.15,0.0024608361629967
Norway,APR2018,April 2018,2018,4,April,Net electricity production,10500.043861,14,146237.601001,52704.721,1.0
Finland,OCT2016,October 2016,2016,10,October,Total combustible fuels,2309.403,7,24949.997,19845.576,0.3987155967104193
Portugal,JUL2013,July 2013,2013,7,July,Geothermal,14.5,4,174.0,78.169,0.0037404373783712
Argentina,AUG2015,August 2015,2015,8,August,Low carbon,4120.208,26,40211.65,,0.3651351791580017
Estonia,AUG2019,August 2019,2019,8,August,Non-renewables,299.078047,23,4660.05014,6267.951119,0.7158802673290736
Lithuania,APR2020,April 2020,2020,4,April,Geothermal,0.0,4,0.0,0.0,0.0
Republic of Turkiye,JUL2014,July 2014,2014,7,July,Oil,172.339,9,2024.476,763.346,0.007955946127859
Republic of Turkiye,FEB2010,February 2010,2010,2,February,Electricity trade,76.82,21,774.0,,0.0050182271652536
Hungary,DEC2019,December 2019,2019,12,December,Other renewables,0.0,5,0.0,0.0,0.0
Colombia,MAR2015,March 2015,2015,3,March,Oil,154.803,9,3317.42,432.884,0.0238620026090467
Spain,MAY2017,May 2017,2017,5,May,Natural gas,3986.615,10,61091.825,17130.351,0.1940044546984805
Spain,SEP2015,September 2015,2015,9,September,Distribution losses,2108.248,19,26508.999,19819.948,0.0971854522378858
United Kingdom,SEP2014,September 2014,2014,9,September,Natural gas,8624.529,10,96246.663,69593.488,0.3490230846560142
Latvia,APR2010,April 2010,2010,4,April,Hydro,934.804,1,3487.998,,0.951437022018935
Netherlands,JUN2013,June 2013,2013,6,June,Coal,1178.986,8,26339.795,12179.726,0.1768733343854846
Poland,JAN2015,January 2015,2015,1,January,Others,183.749,24,2100.042,147.745,0.0135472345796611
Austria,JUN2018,June 2018,2018,6,June,Wind,446.337335,2,5746.196001,3093.202,0.0779408751735816
Mexico,AUG2020,August 2020,2020,8,August,Not specified,1071.166667,13,12854.000004,8569.333336,0.0333919811635613
Canada,MAR2017,March 2017,2017,3,March,Other renewables aggregated,955.453,25,10656.86,2395.007,0.0159523411759044
OECD Americas,MAY2015,May 2015,2015,5,May,Other renewables,1.6,5,13.0,7.983,3.889437167180558e-06
Serbia,NOV2015,November 2015,2015,11,November,Used for pumped storage,96.088,18,1089.999,,0.0315772212058483
Ireland,FEB2016,February 2016,2016,2,February,Renewables,840.291,22,7771.718,1593.916,0.3310922734064216
Bulgaria,APR2021,April 2021,2021,4,April,Total combustible fuels,1601.266054,7,19855.117,5737.611571,0.4552287886277527
Germany,JAN2021,January 2021,2021,1,January,Hydro,1796.443398,1,24072.258917,1835.293499,0.0343030297441657
OECD Europe,JUL2010,July 2010,2010,7,July,Nuclear,69124.88,6,868189.008,,0.2506514701375151
Lithuania,JUL2010,July 2010,2010,7,July,Fossil fuels,220.42,27,3715.736,,0.6857501967775155
Republic of Turkiye,APR2010,April 2010,2010,4,April,Others,186.161,24,2194.815,,0.011812472548649
Argentina,FEB2021,February 2021,2021,2,February,Coal,36.825137,8,3309.960795,181.394099,0.00319260280623
Germany,JAN2015,January 2015,2015,1,January,Coal,22682.269,8,262351.439,25457.917,0.3993079741448248
Lithuania,JUN2014,June 2014,2014,6,June,Electricity trade,-568.987,21,-7622.999,-3654.867,-1.8130536472207703
Brazil,JAN2015,January 2015,2015,1,January,Hydro,34343.374,1,355076.9,,0.681044549105151
Japan,JUN2020,June 2020,2020,6,June,Total combustible fuels,52547.740781,7,737288.309593,372320.261855,0.7103870454765044
Cyprus,JUL2020,July 2020,2020,7,July,Total combustible fuels,454.647542,7,4114.300998,2550.22157,0.9067028332934536
Estonia,APR2011,April 2011,2011,4,April,Hydro,3.786,1,29.999,9.56,0.0046621309608102
Republic of Turkiye,MAR2019,March 2019,2019,3,March,Not specified,90.101651,13,1039.924,229.883197,0.003822885936686
Estonia,DEC2010,December 2010,2010,12,December,Renewables,106.241,22,971.987,,0.0839610198196404
Ireland,JAN2016,January 2016,2016,1,January,Coal,630.341,8,6770.251,623.457,0.2387846149824853
Portugal,SEP2010,September 2010,2010,9,September,Natural gas,1783.028,10,14366.372,,0.4139421321237034
United States,NOV2022,November 2022,2022,11,November,Low carbon,140619.864328,26,1749804.649459,1516902.365623,0.4282673806817333
Argentina,JAN2016,January 2016,2016,1,January,Combustible renewables,45.439,11,1139.279,56.234,0.0034995367478699
Belgium,OCT2015,October 2015,2015,10,October,Low carbon,3072.635,26,40570.608,38834.53,0.5419185808618111
Sweden,FEB2020,February 2020,2020,2,February,Electricity supplied,13051.04111,17,134891.104603,28234.532954,0.8408277647615492
IEA Total,JUN2021,June 2021,2021,6,June,Non-renewables,614173.62415,23,7269618.845755,3335107.688172,0.7040852069789016
Slovenia,MAY2010,May 2010,2010,5,May,Hydro,477.799,1,4635.999,,0.3518394289261511
Iceland,DEC2021,December 2021,2021,12,December,Low carbon,1721.013132,26,19260.528452,18775.627002,0.999925025368648
Canada,NOV2015,November 2015,2015,11,November,Combustible renewables,716.935,11,8547.47,10636.901,0.0135130996121652
India,AUG2019,August 2019,2019,8,August,Others,547.455759,24,6310.023436,5171.301745,0.004058839540243
Cyprus,AUG2021,August 2021,2021,8,August,Other renewables,0.0,5,0.0,0.0,0.0
Cyprus,JAN2022,January 2022,2022,1,January,Fossil fuels,408.529992,27,4134.690123,335.91469,0.8728869268752483
Denmark,JAN2015,January 2015,2015,1,January,Oil,34.851,9,294.919,37.358,0.0100515165096829
Greece,JAN2022,January 2022,2022,1,January,Others,192.60188,24,2490.67856,369.164557,0.0434281018231411
Belgium,DEC2011,December 2011,2011,12,December,Total exports,711.473,16,10652.001,11843.999,0.0964266962594238
Poland,MAY2017,May 2017,2017,5,May,Oil,157.377,9,1818.541,769.172,0.0128681385585938
United States,MAY2017,May 2017,2017,5,May,Geothermal,1291.067,4,15926.764,6475.036,0.0039393070753524
New Zealand,APR2011,April 2011,2011,4,April,Not specified,3.856,13,46.272,19.052,0.0011196797065602
Norway,FEB2015,February 2015,2015,2,February,Hydro,12222.219,1,137810.001,25214.673,0.9569440817842904
Mexico,SEP2019,September 2019,2019,9,September,Combustible renewables,0.0,11,2008.199527,1739.501037,0.0
Iceland,JAN2011,January 2011,2011,1,January,Oil,0.269,9,2.0,0.167,0.0001815952841932
Sweden,OCT2011,October 2011,2011,10,October,Low carbon,11957.638,26,141445.213,111338.821,0.9713008384729306
Italy,DEC2017,December 2017,2017,12,December,Combustible renewables,1662.358,11,18533.612,18667.343,0.0693954842703212
